Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
50391248,03/07/2021 01:34:17 PM,03/08/2021 10:10:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,WEST  195 STREET,WEST  197 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/08/2021 10:10:00 AM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50382276,04/26/2021 10:36:31 PM,04/26/2021 10:36:31 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,AMBOY STREET,HOPKINSON AVENUE,,,BLOCKFACE,,,,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,04/26/2021 10:36:31 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50603461,05/18/2021 09:04:00 PM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,11221,VAN BUREN STREET,VAN BUREN STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,,,,,In Progress,,,,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
50543812,05/11/2021 02:18:00 PM,05/12/2021 12:00:00 PM,DSNY,Department of Sanitation,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,,,,,,,,,,,N/A,Closed,,The location does not meet the criteria for Litter Basket placement.,05/12/2021 12:00:00 PM,10 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
50506620,05/08/2021 10:04:00 AM,05/08/2021 06:28:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,PROSPECT AVENUE,PROSPECT AVENUE,INTERSECTION,,,DSNY Garage,Closed,,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,05/08/2021 12:00:00 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
50609232,05/20/2021 01:41:30 AM,05/20/2021 01:57:08 AM,NYPD,New York City Police Department,Traffic,Drag Racing,Highway,,,,,,,,,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,05/20/2021 01:57:14 AM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,Clearview Expwy,Southbound,Ramp,35 Ave (Exit 6A),,,,,,,,,
50513748,05/09/2021 05:59:19 PM,05/11/2021 07:55:43 AM,DOT,Department of Transportation,Bridge Condition,Guard Rail - Bridge,Bridge,,,,,,,,,,,,Closed,,"The condition has been inspected/investigated, see customer notes for more information.",05/11/2021 07:55:46 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,Third Ave Br - E 129th St,Bronx Bound,Ramp,Ramp,,,,,,,,,
50527123,05/11/2021 11:34:01 PM,05/12/2021 12:06:47 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,,10039,WEST  150 STREET,WEST  150 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/12/2021 12:06:46 AM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
50486863,05/05/2021 10:35:21 PM,05/06/2021 06:10:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,,,14 PLACE,18 STREET,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,05/06/2021 06:10:00 PM,,,,,,UNKNOWN,Unspecified,,,,,,,,,,,,,,,,,
50530267,05/09/2021 04:48:46 PM,05/10/2021 09:15:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,FARMERS BOULEVARD,MERRICK BOULEVARD,INTERSECTION,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,05/10/2021 09:15:00 AM,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,,,,,,,
50650819,05/23/2021 12:49:08 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11104,QUEENS BOULEVARD,QUEENS BOULEVARD,46 STREET,47 STREET,46 STREET,47 STREET,BLOCKFACE,,,,In Progress,,,,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
50744478,06/01/2021 02:30:22 PM,06/14/2021 11:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,AMBOY ROAD,AMBOY ROAD,ARMSTRONG AVENUE,OLD AMBOY ROAD,,,BLOCKFACE,,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,06/14/2021 11:30:00 AM,0 Unspecified,,Unspecified,,,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,,,,,,,
50674976,05/25/2021 11:49:00 PM,07/19/2021 01:50:59 PM,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted Less Than 2 Years Ago,Street,,,,,,,,,,,,Closed,,NYC Parks performed the work necessary to correct the condition.,07/19/2021 01:51:04 PM,0 Unspecified,,Unspecified,,,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,,,,,,,
50698772,05/26/2021 02:13:00 PM,05/27/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,144 AVENUE,144 AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,05/27/2021 12:00:00 PM,13 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
50792267,06/06/2021 01:06:00 PM,06/11/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,VETERANS ROAD EAST,BLOOMINGDALE ROAD,INTERSECTION,,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,06/11/2021 12:00:00 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
50864503,06/11/2021 08:35:00 PM,06/12/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E2 Receptacle Violation,Sidewalk,,,,,,EAST 163 STREET,EAST 163 STREET,INTERSECTION,,,N/A,Closed,,The Department of Sanitation cleaned the location.,06/12/2021 12:00:00 PM,04 BRONX,,BRONX,,,ONLINE,Unspecified,BRONX,,,,,,,,,,,,,,,,
50870759,06/13/2021 04:14:00 PM,06/14/2021 04:15:00 AM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,71 STREET,71 STREET,INTERSECTION,,,,Closed,,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,06/14/2021 12:00:00 PM,02 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
50780252,06/05/2021 03:38:30 PM,06/17/2021 10:21:51 AM,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,,,,,,,,,,,,Closed,,The Department of Transportation has completed the request or corrected the condition.,06/17/2021 10:21:10 AM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
50871570,06/13/2021 07:09:00 PM,06/15/2021 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,,325 ELDERT LANE,ELDERT LANE,ATLANTIC AVENUE,95 AVENUE,,,ADDRESS,,,,Closed,,,06/15/2021 12:00:00 AM,05 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
50783047,06/04/2021 02:33:00 PM,06/07/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E11 Litter Surveillance,Sidewalk,,,,,,EAST 197 STREET,DECATUR AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,06/07/2021 12:00:00 PM,07 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
50930321,06/18/2021 11:32:15 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11216,TOMPKINS AVENUE,TOMPKINS AVENUE,LEXINGTON AVENUE,QUINCY STREET,LEXINGTON AVENUE,QUINCY STREET,BLOCKFACE,,,,In Progress,,,,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
50985588,06/24/2021 06:18:09 PM,06/20/2023 11:56:51 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11237,156 GEORGE STREET,GEORGE STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,03/21/2022 09:23:01 AM,,06/20/2023 11:56:32 AM,04 BROOKLYN,3031580127,BROOKLYN,1003978,195788,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.70404760497207,-73.92884758700865,"(40.70404760497207, -73.92884758700865)",13828,42,2,30,53,53
50981482,06/23/2021 09:18:23 AM,06/25/2021 11:20:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10456,3 AVENUE,3 AVENUE,EAST  169 STREET,EAST  170 STREET,,,BLOCKFACE,BRONX,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,06/25/2021 11:20:00 AM,03 BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,,,,,,,
50939050,06/19/2021 07:21:33 PM,,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report - Non Passenger,,,,,,,,,,,,,In Progress,,,,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
51050862,06/29/2021 11:49:33 PM,07/01/2021 06:30:45 AM,DOT,Department of Transportation,Highway Condition,Litter,Highway,,,,,,,,,,,,Closed,,"The condition has been inspected/investigated, see customer notes for more information.",07/01/2021 06:30:48 AM,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,Van Wyck Expwy,North/Bronx Bound,Ramp,Atlantic Ave (Exit 5),,,,,,,,,
51151825,07/08/2021 06:07:00 PM,07/09/2021 12:00:00 PM,DSNY,Department of Sanitation,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,,,,,,WEST 230 STREET,BAILEY AVENUE,INTERSECTION,,,N/A,Closed,,The location does not meet the criteria for Litter Basket placement.,07/09/2021 12:00:00 PM,08 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
51077171,07/02/2021 08:56:00 AM,07/02/2021 11:24:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,EAST 153 STREET,EAST 153 STREET,INTERSECTION,,,,Closed,,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,07/02/2021 12:00:00 PM,01 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
51130968,07/05/2021 08:48:44 AM,07/06/2021 12:50:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11414,78 STREET,78 STREET,158 AVENUE,159 AVENUE,,,BLOCKFACE,Howard Beach,,,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,07/06/2021 12:50:00 PM,10 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,,,,,,,
51324662,07/24/2021 07:49:59 PM,07/26/2021 07:59:54 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,,2120 BOSTON ROAD,,,,,,,Bronx,,,Closed,,The Police Department reviewed your complaint and provided additional information below.,07/26/2021 08:00:04 AM,Unspecified BRONX,,BRONX,,246472,ONLINE,Bronx Park,BRONX,,,,,,,,,,,,,,,,
51333247,07/24/2021 09:57:00 PM,07/27/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,,,,,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,07/27/2021 12:00:00 PM,10 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
51298320,07/21/2021 08:00:00 PM,07/23/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,99 AVENUE,99 AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,07/23/2021 12:00:00 PM,12 QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
51228176,07/16/2021 08:30:42 AM,07/20/2021 12:04:49 PM,DOT,Department of Transportation,Ferry Inquiry,Lost and Found,Ferry,,,,,,,,,,,,Closed,,"After performing a thorough search, the Department of Transportation was unable to find the lost item. If the item is turned in later, you will be contacted.",07/20/2021 12:04:52 PM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
51323448,07/24/2021 08:15:30 AM,06/20/2023 11:56:51 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11233,156 ROCKAWAY AVENUE,ROCKAWAY AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,08/09/2022 02:22:23 AM,,06/20/2023 11:56:32 AM,16 BROOKLYN,3015510058,BROOKLYN,1008992,186247,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.67784717394073,-73.91079878928586,"(40.67784717394073, -73.91079878928586)",13516,55,2,17,46,46
50787652,06/05/2021 03:26:50 PM,06/17/2021 10:21:19 AM,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,,,,,,,,,,,,Closed,,The Department of Transportation has completed the request or corrected the condition.,06/17/2021 10:20:38 AM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
51465175,08/08/2021 01:41:00 PM,08/09/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,9 AVENUE,9 AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,08/09/2021 12:00:00 PM,10 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
51371631,07/29/2021 12:49:45 PM,06/20/2023 11:56:51 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11220,6018 7 AVENUE,7 AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,08/08/2022 02:22:23 AM,,06/20/2023 11:56:32 AM,07 BROOKLYN,3057840045,BROOKLYN,980937,171232,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6366682517033,-74.01193683606316,"(40.6366682517033, -74.01193683606316)",18180,9,2,7,45,45
51383998,07/30/2021 05:11:19 PM,06/20/2023 11:56:51 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11219,6820 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,08/08/2022 02:22:23 AM,,06/20/2023 11:56:32 AM,11 BROOKLYN,3055730019,BROOKLYN,984677,165538,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.62104003092778,-73.99846186671797,"(40.62104003092778, -73.99846186671797)",17621,1,2,44,37,37
51381858,07/30/2021 07:11:00 AM,08/10/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,BRONX RIVER AVENUE,BRONX RIVER AVENUE,NOBLE,AVENUE,,,BLOCKFACE,,,DSNY Garage,Closed,,The vehicle you reported has been removed by the Department of Sanitation.,08/10/2021 12:00:00 PM,09 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
51387447,07/31/2021 03:47:07 PM,08/07/2021 06:12:13 AM,DOT,Department of Transportation,Broken Parking Meter,Coin or Card Did Not Register,Street,,,,,,,,,,,,Closed,,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",08/07/2021 06:12:12 AM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
51357172,07/28/2021 11:24:00 AM,07/31/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,CEDAR LANE,CEDAR LANE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,07/31/2021 12:00:00 PM,04 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
51374067,07/29/2021 01:26:00 PM,08/05/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E5 Loose Rubbish,Sidewalk,,,,,,212 STREET,212 STREET,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,08/05/2021 12:00:00 PM,07 QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
51431226,08/04/2021 09:47:03 AM,06/20/2023 11:56:51 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,,,67 NAUTILUS STREET,NAUTILUS STREET,,,,,ADDRESS,,,N/A,Closed,,,06/20/2023 11:56:32 AM,0 Unspecified,,Unspecified,,,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,,,,,,,
51411624,08/01/2021 06:08:00 PM,08/06/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E5 Loose Rubbish,Sidewalk,,,,,,CRAFT AVENUE,CRAFT AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,08/06/2021 12:00:00 PM,13 QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
51431821,08/04/2021 03:59:00 PM,08/05/2021 11:42:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,109 AVENUE,109 AVENUE,INTERSECTION,,,,Closed,,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,08/05/2021 12:00:00 PM,12 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
51476148,08/09/2021 12:23:00 PM,08/13/2021 04:40:00 AM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,HEMLOCK STREET,HEMLOCK STREET,INTERSECTION,,,DSNY Garage,Closed,,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,08/13/2021 12:00:00 PM,05 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
51474519,08/09/2021 09:12:00 PM,06/20/2023 11:56:51 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11215,518 3 AVENUE,3 AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,06/17/2023 10:09:46 AM,,06/20/2023 11:56:32 AM,06 BROOKLYN,3010200044,BROOKLYN,986341,183284,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.66974873526772,-73.99246232913546,"(40.66974873526772, -73.99246232913546)",17617,14,2,27,50,50
51359432,07/27/2021 04:29:00 PM,08/03/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,9 AVENUE,9 AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,08/03/2021 12:00:00 PM,12 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
51412451,08/02/2021 05:10:58 PM,06/20/2023 11:56:51 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,,11209,555 86 STREET,86 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,,06/20/2023 11:56:32 AM,10 BROOKLYN,3060360037,BROOKLYN,977306,165443,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.620776564740815,-74.02501347891256,"(40.620776564740815, -74.02501347891256)",17216,10,2,44,41,41
51588770,08/20/2021 08:39:00 AM,08/20/2021 09:30:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,65 STREET,65 STREET,INTERSECTION,,,,Closed,,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,08/20/2021 12:00:00 PM,05 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
51506385,08/12/2021 03:11:57 PM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Report,Driver Report - Passenger,,,,,,,,,,,,,In Progress,,,09/14/2021 02:26:40 PM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
51574668,08/19/2021 05:26:07 PM,06/20/2023 11:56:51 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11220,4414 5 AVENUE,5 AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,08/08/2022 02:22:23 AM,,06/20/2023 11:56:32 AM,07 BROOKLYN,3007380042,BROOKLYN,982314,175481,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.64833125196066,-74.0069766840561,"(40.64833125196066, -74.0069766840561)",18180,9,2,7,45,45
51512390,08/12/2021 01:21:54 PM,,DPR,Department of Parks and Recreation,Illegal Tree Damage,Trunk Damaged,Street,,,,,,,,,,,,In Progress,,,,0 Unspecified,,Unspecified,,,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,,,,,,,
51537727,08/14/2021 02:44:00 PM,08/17/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,,,,,,2826 BRUCKNER BLVD,QUINCY AVENUE,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,08/17/2021 12:00:00 PM,10 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
51655527,08/27/2021 06:53:22 AM,06/20/2023 11:56:51 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11230,1652 MCDONALD AVENUE,MCDONALD AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,08/08/2022 02:22:23 AM,,06/20/2023 11:56:32 AM,11 BROOKLYN,3065820037,BROOKLYN,991556,162388,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61239093198975,-73.9736858408659,"(40.61239093198975, -73.9736858408659)",16867,1,2,18,37,37
51669574,08/27/2021 05:13:00 PM,08/28/2021 12:00:00 PM,DSNY,Department of Sanitation,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,,2426 EAST CHESTER AVE,EAST CHESTER AVE,,,,,,,,N/A,Closed,,The Department of Sanitation cleaned the location.,08/28/2021 12:00:00 PM,11 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
51671696,08/28/2021 11:37:10 AM,08/30/2021 09:34:08 AM,DOT,Department of Transportation,Broken Parking Meter,No Receipt,Street,,,,,,,,,,,,Closed,,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",08/30/2021 09:34:08 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
51640045,08/24/2021 07:02:00 PM,08/25/2021 12:00:00 PM,DSNY,Department of Sanitation,Other Enforcement,E14 ASP/Restricted Parking,Sidewalk,,,,,,CRANFORD AVENUE,EAST 241 STREET,INTERSECTION,,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,08/25/2021 12:00:00 PM,12 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
51671546,08/27/2021 09:32:00 AM,08/27/2021 09:32:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,165 ST E,CARROLL PL,INTERSECTION,,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,08/26/2021 11:00:00 PM,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,,,,,,,
51717526,09/02/2021 10:54:00 PM,09/03/2021 02:54:00 AM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,EAST 163 STREET,EAST 163 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,09/03/2021 12:00:00 PM,04 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
51672193,08/28/2021 07:16:00 PM,08/30/2021 05:07:00 AM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,65 STREET,65 STREET,INTERSECTION,,,,Closed,,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,08/30/2021 12:00:00 PM,05 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
51668468,08/28/2021 01:22:00 PM,08/30/2021 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,,,,,,605 LINCOLN AVE,SUTTER AVENUE,INTERSECTION,,,DSNY Garage,Closed,,The vehicle you reported has been removed by the Department of Sanitation.,08/30/2021 12:00:00 PM,05 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
51688625,08/30/2021 08:57:00 AM,09/01/2021 08:55:00 AM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,14 AVENUE,14 AVENUE,INTERSECTION,,,DSNY Garage,Closed,,The vehicle you reported has been removed by the Department of Sanitation.,09/01/2021 12:00:00 PM,12 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
51762806,09/05/2021 09:47:47 AM,06/20/2023 11:56:51 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11213,1428 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,08/08/2022 02:22:23 AM,,06/20/2023 11:56:32 AM,08 BROOKLYN,3013840043,BROOKLYN,1003275,183601,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.67059863427702,-73.93141748923176,"(40.67059863427702, -73.93141748923176)",17615,16,2,48,49,49
51900574,09/17/2021 03:16:02 PM,09/17/2021 03:39:21 PM,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,,,,,,,,,,,,Closed,,See notes for information.,09/17/2021 03:39:24 PM,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
51835047,09/10/2021 07:24:00 PM,09/11/2021 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,,,,,,BROADWAY,BROADWAY,INTERSECTION,,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,09/11/2021 12:00:00 PM,09 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
